coding_id,genre,source,context,interjection_syn,interjection_sem,interjection_int,notes
F026,TV/MOV,Captain Blood,"afraid of Col. Bishop. No. That is, not very afraid. Fie on you deserting our captain in this way... you scurvy traitors, you Judas",1,1,1,Reproach: 'Fie on/upon X'
F027,FIC,RomanTraitorVol12,"wine, and ripe for any outrage? "" "" Fie! dear one, fie! "" answered the young man with a smile -- "" a sorry soldier wouldst",1,1,1,Exclamatory: 'Fie!'
F028,FIC,WaitingWinter,kissing and looked into each other's eyes. She looked vulnerable and small. FIe drew her to him again and kissed her neck. At first she did not,0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F029,MAG,Atlantic,but an entry to the world where she and her daughters had a birthright? Fie!' t was a very different pair of shoes. But George Anne had,0,0,0,Metalinguistic mention
F030,NEWS,NYT-Reg,"was indirect. An Army spokesman had said that selected units were involved, but fie emphasized he could cite no specific order. The Army spoke-man compared the military precautions",1,1,1,Default: assumed interjection
F031,FIC,DramasDiscourses,"shame! outrage! Turn not, indignant -- Fie, my lord, O fie! (To Mountfort.) To mock your own white head! Mount.",1,1,1,Exclamatory: 'Fie!'
F032,FIC,SirRohansGhost,"putting into it lumps of suet as big as my two thumbs. "" "" Fie, papa! "" "" Those were the fabulous exploits, "" responded Sir Rohan",1,1,1,"Clause-peripheral: 'Fie, ...'"
F033,FIC,KateClarendonNecromancy,""" that will depend much upon a certain monosyllable from Emma here. "" "" Fie! Orville, "" said Emma, blush ing, and dragging him away,",1,1,1,Exclamatory: 'Fie!'
F034,MAG,SatEvePost,". "" Ray Grundler came running with the rope, "" he says. "" fie was going down in the hole. Me and another guy grabbed him -- and",1,1,1,Interjection in dialogue
F035,FIC,RobBowlALegend,"as you do, for a most shallow vessel, Captain Dauntrees? "" "" Fie on thee, dame! You disgrace your own flesh and blood by such speech",1,1,1,Reproach: 'Fie on/upon X'
F036,FIC,Nydia,"with your mechanic Isis -- Her rolling eyes, her oracles? -- oh! fie! What think you of your efforts to corrupt The pure, high nature of",1,1,1,Exclamatory: 'Fie!'
F037,FIC,ElmTreeTales,", and that these women wouldn't get such plaguy notions in their heads! Fie, fie! Captain Flin, will you let the weaker vessel go ahead of",1,1,1,Exclamatory: 'Fie!'
F038,FIC,WinklesTheMerry,"eh? "" said he. "" Well, I must submit. "" "" Fie, colonel, "" said Miss Arum, "" of course you must submit,",1,1,1,"Clause-peripheral: 'Fie, ...'"
F039,FIC,WifeAtVenture,"your situation purely for your benefit -- and you to behave thus, fie, fie! Ibad. Ibad It was wrong, it was wrong. What can I",1,1,1,Exclamatory: 'Fie!'
F040,FIC,WorldMask,"Galldove So! My cousin has more care for that. Lucy. Lucy Willburg Fie! sir, you make me merry. Gal. Galldove Is it not pardonable",1,1,1,Exclamatory: 'Fie!'
F041,NEWS,NYT-Reg,"fiancee of. Lieutenant moor, had received no additional information at her borne at fie West Eighty-seventh Street. Mrs. Stephen A. Farrell, wife of Lieutenant Farrell, at",1,1,1,Default: assumed interjection
F042,MAG,SatEvePost,". How's about telling mc about it in your own words? "" "" Fie's one of the classiest guys we've ever had on our show, """,1,1,1,Interjection in dialogue
F043,FIC,HighWindow,"I'm not saying it isn't so. I'm just considering. "" FIe turned his attention back to Hench. "" So now, if this turns out",0,0,0,Metalinguistic mention
F044,FIC,ScarletLetter,"and pious minister of the Word, like the Reverend Mr. Dimmesdale! "" "" Fie, woman, fie! "" cried the old lady, shaking her finger at",0,0,0,Metalinguistic mention
F045,FIC,Sertorius,"us twain, as alike an enemy to head and foot. FLAVIUS. FLAVIUS Fie on' t, fie! you are only chafed because my trade is the",1,1,1,Exclamatory: 'Fie!'
F046,FIC,LauncelotGuenevere [1898-1907],"your swords. He dies, Who touches these old men except with reverence. Fie, would ye strike the herald in his office Or run upon unweaponed age?",1,1,1,"Clause-peripheral: 'Fie, ...'"
F047,FIC,Whistle,"What a pleasure! I just now caught you on 77ie A.M. Show. "" fie was beside us both with religious ecstasy. | "" I'll take you right up",1,1,1,Interjection in dialogue
F048,NF/ACAD,EnglishFairyTales,"knock came to the door, and a dreadful voice said: "" Fee, fie, fo, fum, I smell the blood of some earthly one. Who",1,0,0,Formulaic 'fee fi fo fum'
F049,MAG,Harpers,"the prettiest little fingers to the prettiest little rosy ears in the world. Oh fie, Sir! to use such naughty words. T is lucky the Captain is",1,1,1,"Clause-peripheral: 'Fie, ...'"
F050,FIC,MorningNoonNight,"of a chance. He will drive his chaste sister to cry: Oh, fie, fie, fie! He sues to live; he is ready to accept",1,1,1,Exclamatory: 'Fie!'
F051,FIC,ActressInHighLife,"I am at myself. Have you ever heard of our Scottish superstition of being fie -- that is, possessed by a preternatural excess of vivacity? No? It",1,1,1,Default: assumed interjection
F052,FIC,ErnestMaltravers188-?,"Flor. Lady Florence To Lumley Ferrers, if he will accept of her. Fie, fie! Sir Ernest, this is not cordial greeting to your friend,",1,1,1,Exclamatory: 'Fie!'
F053,FIC,DramasDiscourses,", turn not -- Shame! shame! outrage! Turn not, indignant -- Fie, my lord, O fie! (To Mountfort.) To mock your",1,1,1,Exclamatory: 'Fie!'
F054,FIC,ElsiesMotherhood,"Dick, "" what! Ed Travilla, you play with carpet-baggers, eh? fie on you! I wouldn't be seen with one. "" "" That's",1,1,1,Reproach: 'Fie on/upon X'
F055,FIC,PrudyKeepingHouse,"love best, great ugly grizzles or hunkydory little parrots? "" "" O, fie! "" said Mrs. Pragoff, really shocked; "" where did a well-bred child",1,1,1,Exclamatory: 'Fie!'
F056,FIC,LauncelotGuenevere,"That will not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --'",1,1,1,Exclamatory: 'Fie!'
F057,TV/MOV,The Merchant of Venice,"my constant soul. No! Who's there? - Signior Antonio! - Fie, fie, Gratiano.' T is ten o'clock, our friends all wait",1,1,1,"Reduplicated: 'Fie, fie'"
F058,FIC,KnightGoldenMelice,"her till her lips had paid the penalty of their sweetness. "" Oh, fie, "" said she, once more; "" what would folk say if they",1,1,1,"Clause-peripheral: 'Fie, ...'"
F059,FIC,ArtDisappearing,", mortification, shame, fifty tigerish feelings that could not find expression. "" Fie, fie, Colette! You have proved that I am Arthur Dillon. Why",1,1,1,"Reduplicated: 'Fie, fie'"
F060,FIC,Orlando,"-- And echo to the horizon mock'd me! Sel. Selim Fie, fie, good lady, fie! compose yourself. What use of this? there",1,1,1,Exclamatory: 'Fie!'
F061,FIC,EveningsAtDonaldson,"A glance whose brightness melted into tears was her only answer. "" Fie! fie! tears again? I shall have to scold my sister, "" said Edward",1,1,1,Exclamatory: 'Fie!'
F062,FIC,Richelieu,"; but to take advantage of her helpless, defenceless, situation -- Oh, fie! fie! -- A ruffian could not have done worse!' T was",1,1,1,Exclamatory: 'Fie!'
F063,FIC,CountJulianThe,"Toro! "" she exclaimed. "" They have raised her up -- fie -- fie -- her neck is bare, and yet she does not heed it. She",1,1,1,Interjection in dialogue
F064,MAG,NorthAmRev,"community we must look for that elevated sense of justice which will not ti * fie with grave matters nor regard outrageous verdicts with complacency. Let us hope, as",1,1,1,Default: assumed interjection
F065,FIC,OctaviaBragaldi,"Octavia. Octavia Bragaldi Not yet returned! what can have thus delayed him? Fie, fie, Octavia, be again thyself! Let me be calm, and",1,1,1,"Reduplicated: 'Fie, fie'"
F066,FIC,Sertorius,"an enemy to head and foot. FLAVIUS. FLAVIUS Fie on' t, fie! you are only chafed because my trade is the more prescriptive and honourable of",1,1,1,Exclamatory: 'Fie!'
F067,FIC,LoveConquersAll,"is an deplorable thing, God wot, "" says the traveling man. "" Fie, brother, but you think awry. Come, don smart your thinking-cap and",1,1,1,"Clause-peripheral: 'Fie, ...'"
F068,FIC,HeartsHighway,"the heights of her own resolution by a good excuse for having fallen -- "" Fie, why should I not have told you, Master Wingfield? You can not",1,1,1,"Clause-peripheral: 'Fie, ...'"
F069,FIC,BlackMan,"If I'd been your wife, I know what I'd have done. Fie! Man, fie! To turn the house topsy turvy -- desert your wife",1,1,1,Exclamatory: 'Fie!'
F070,FIC,KnightGoldenMelice,"rewarded himself with a couple of smacks like the report of a pistol. "" Fie, for shame, Philip, "" cried Prudence, all in a glow,",1,1,1,"Clause-peripheral: 'Fie, ...'"
F071,FIC,LegendsProvince,"and miserable petitions, as if Lady Eleanore could be conscious of mortal infirmity? Fie! Heap of diseased mortality, why lurkest thou in my lady's chamber?",1,1,1,Exclamatory: 'Fie!'
F072,FIC,Richelieu,". Does she think to fix the roving Richelieu? Lam. Lamotte Oh, fie! Has she no conscience? What a monopolizing spirit! Rich. Duke of",1,1,1,Exclamatory: 'Fie!'
F073,FIC,ChangeHeart,"back again, And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy",1,1,1,"Reduplicated: 'Fie, fie'"
F074,TV/MOV,Presenting Lily Mars,"Who would have thought that the old man had so much blood in him? Fie, Macbeth! Fie! A soldier, and afraid? What, will these",1,1,1,Exclamatory: 'Fie!'
F075,FIC,FairGodTheLast,"to the fountain yet faintly illuminated. But he was firm. "" Fie, fie! "" he said. "" You should laugh, not cry. Did I",1,1,1,Exclamatory: 'Fie!'
F076,MAG,ChildLife,"just once to school before I put it away for the summer? "" "" Fie, child, "" rebuked Granny, "" that is but vanity. Besides it",1,1,1,"Clause-peripheral: 'Fie, ...'"
F077,NF/ACAD,MirrorsWashington,"comic-paper way, and Fiume pronouncing the first syllable as if he were exclaiming "" Fie! for shame! "" -- an unspoiled Texan who must have cared as little",1,1,1,Exclamatory: 'Fie!'
F078,NEWS,Chicago,"jail. Nine Deputies On Guard She walked unostentatiously into the courtroom, looking to fie; lawyer. James J. Laughlin, for a greeting as she moved tow",1,1,1,Default: assumed interjection
F079,FIC,Play:MerchantVenice,"not sad. p. 4 SALARINO Why, then you are in love. ANTONIO Fie, fie! SALARINO Not in love neither? Then let's say you're",1,1,1,Exclamatory: 'Fie!'
F080,FIC,WinterConcert,", "" she said. "" All the stories we never know. "" And fie smiled further, reaching to touch her mittened hand because he had known she might",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F081,FIC,MartinMerrivale,"the kitchen. "" I hate this whispering -- whispering. "" "" Fie, fie, mother! "" replied Uncle Joe. "" If it' s anything concerns",1,1,1,"Reduplicated: 'Fie, fie'"
F082,FIC,Nydia,", Since he chose you as mistress of his heart? Ione: Ione: Fie, jester, you are merry! Apaecides: Apaecides: Love is so.",1,1,1,"Clause-peripheral: 'Fie, ...'"
F083,FIC,NewGentleShepherd,"And set his nose a bleeding. Mause. Mause Let go your gripes; Fie, Madge! shame, Bauldy, shame! I would not wish this combat",1,1,1,"Clause-peripheral: 'Fie, ...'"
F084,MAG,Time,"W. Davis? "" asked Senator Gibson of Vermont examining the list. # "" Fie is a Democrat. He ran for President one year. "" # "" This",0,0,0,Metalinguistic mention
F085,NF/ACAD,ScienceGoodBad,"week for any given individual, since this cycle is -- --?? r- fie I., no if vrn, r twitch noint for the 28-cycle is on //",1,1,1,Default: assumed interjection
F086,FIC,KateAccomplice,"dear and only child!' And the poor girl sobbed aloud. Fie, fie!' exclaimed Light Joe, with an attempt at a laugh; (he",1,1,1,Exclamatory: 'Fie!'
F087,FIC,JanetsLoveService,"then. "" Rose laughed merrily. "" Who? The minister? Oh! fie, Sandy man, you shouldna speak such nonsense. Wee Rosie, are you",1,1,1,"Clause-peripheral: 'Fie, ...'"
F088,FIC,Good-for-Nothing,"be ashamed of myself. All right -- I'm ashamed of myself. "" FIe smiled for a moment. Then after another puff at his cigar, his voice",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F089,NEWS,NYT-Reg,"issues. This was verified by a team of New York Times reporters in the fie: d. On the basis of findings of The Times' survey team,",1,1,1,Default: assumed interjection
F090,NEWS,NYT-Ed,"his party followers who are now begging the Presidentto, save them,' "" fie might well ask: "" Who is sufficient for these things? "" The work",1,1,1,Interjection in dialogue
F091,FIC,Play:ScarecrowThe,"(Throwing the book into the fireplace.) She does not come! DICKON Fie, fie, Jack; thou must not be breaking thy Dickon's apron-strings with",1,1,1,"Reduplicated: 'Fie, fie'"
F092,FIC,LeonorDeGuzman,"see him not. Laughing. Alb. Don Juan Alonso de Alburquerqu O, fie! my lady, Is childish trifling the best wit you bring, To meet",1,1,1,Exclamatory: 'Fie!'
F093,FIC,Good-for-Nothing,"was as wide-awake as he could be. He slapped Norman on the back. FIe sniffed around the room a few times and said, "" What's that funny",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F094,FIC,Nydia,"to touch the highest flight Of an Egyptian's spirit. Arbaces: Arbaces: Fie! I'll go To Isis' temple, and implore her grace To pardon",1,1,1,Exclamatory: 'Fie!'
F095,FIC,VenicePreserved,"L. C.) I will, when I've done weeping -- Jaf. Jaffier Fie, no more on't! How long is't since the miserable day We wedded",1,1,1,"Clause-peripheral: 'Fie, ...'"
F096,MAG,Harpers,": If Lord Melbourne isn't very tired, c'd he come here? Fie needn't, dress, but can come just as he' is. The",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F097,FIC,LeonorDeGuzman,"have found A wench's garter, and would tie it on. Fie! fie! it turns my stomach inside out, To hear their lady-talk. Ca.",1,1,1,Exclamatory: 'Fie!'
F098,FIC,PoemsProseWritings,"cries, with crazy Lear; And squaretoed boots and Squaretoes disappear, -- -- Fie, scant-robed ghost, to thus cut roundabout That modest miss, and so play",1,1,1,"Clause-peripheral: 'Fie, ...'"
F099,FIC,ChildrenWhirlwind,"with a little play of smiling pouts, very bewitching on such lips. "" Fie, my lord! Be pleased to call your wolves off my lambs. """,1,1,1,"Clause-peripheral: 'Fie, ...'"
F100,MAG,Harpers,"endure are listed as sheer improvidence. In Mr. Berryman's scrupulous pages many a fie is nailed, though he knows that the worst tales about Crane will live,",0,0,0,OCR: 'he' misread as 'fie' (pronoun+verb pattern)
F101,FIC,DaughtersRevolution,"Warren for his oration, "" said the moderator. "" No, no! fie, fie! "" shouted a captain of the Royal Irish Regiment, and the",1,1,1,Exclamatory: 'Fie!'
F102,FIC,ChangeHeart,"wants resolvd will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou",1,1,1,"Reduplicated: 'Fie, fie'"
F103,FIC,Play:Herrick,"'s heart, by tricks, by insult and by foul deceit. Oh, fie! Shame on ye, and most on you, my father. What are",1,1,1,Exclamatory: 'Fie!'
F104,FIC,YearsGrace,"But that is different, and he is paid for doing it. "" "" Fie on you, Brother. How can you speak so disparaginglyof dear Father Serra.",1,1,1,Reproach: 'Fie on/upon X'
F105,FIC,LadyPirate,"were mallards and teals, a couple of dozen at least. "" Fie, fie! "" said I. "" I fear you've been shooting on the water.",1,1,1,Exclamatory: 'Fie!'
F106,FIC,VariousWritings,"might have been as easily done as kissing a wench. BRISK. Fie, fie, Crowder! -- we must move gently; anything but a misdemeanor or open",1,1,1,"Reduplicated: 'Fie, fie'"
F107,NF/ACAD,ArchitectureDeconstruction,"what pleases by its form, that is the fundamental prerequisite for taste. "" fie In this way, the critique employs the distinction between form and matter with which",1,1,1,Interjection in dialogue
F108,FIC,BiancaCappello,"better -- I, who have A standing post of honor in the court, Fie, post! stand there against the palace door, Whilst I shall enter in",1,1,1,"Clause-peripheral: 'Fie, ...'"
F109,FIC,PhilipWinwood,", utterly happy! "" was the burden of Phil's low-spoken words. "" Fie! "" said Margaret, playfully, one evening. "" You must not be",1,1,1,Exclamatory: 'Fie!'
F110,MAG,NewYorker,"a waiter on my way to work, instead of like a clown. "" fie pulled a pair of driving gloves over his white gloves, picked up a dance",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F111,FIC,DavidFlemingsForgiveness,"boy, lifting his head, "" what is the seven-and-twentieth? "" "" Oh fie, Davie! to be thinking of propositions and such-like worldly things, and this",1,1,1,"Clause-peripheral: 'Fie, ...'"
F112,NEWS,Chicago,"the President will send to con? cress the first weer: in January. fie, pleaded tor postponement of action until the regular session after the presentation of the",1,1,1,"Clause-peripheral: 'Fie, ...'"
F113,FIC,StandishStandish,"grumble at tarrying with me to care for thine own dear sister and brother? Fie on thee, girl! "" "" They're not my own, "" grumbled",1,1,1,Reproach: 'Fie on/upon X'
F114,FIC,Play:Herrick,"Come tell me all. p. 39 HERRICK All what? AUNT TEMPLE Fie, fie, I know it all -- thy secret. HERRICK Thou dost? Bless thee",1,1,1,"Reduplicated: 'Fie, fie'"
F115,FIC,Sertorius,"And pensive sadness fills the throne of joy. SERTORIUS. QUINTIS SERTORIUS Fie, fie, Perpenna -- thou, a camp bred soldier, With tongue untutor'd in",1,1,1,"Reduplicated: 'Fie, fie'"
F116,FIC,Strollers,"I twenty years younger, I would not thus be set aside. "" "" Fie, Marquis! "" she returned. "" These other people are dull, while",1,1,1,"Clause-peripheral: 'Fie, ...'"
F117,FIC,Analog,""" What happened to it? "" # "" Well, "" Dad says. Fie looks away. "" I sold it before I joined the Army. "" #",1,1,1,Sentence-initial interjection
F118,FIC,DottyDimpleAtHer,"to my hair any more'n you do. What do you s'pose! "" "" Fie! for shame, Dotty Dimple! I always thought you were a coward,",1,1,1,Exclamatory: 'Fie!'
F119,FIC,Deformed,"you so: then thou shalt try her virtue. Clau. Claudio Fie, fie!. Ador. Adorni Thou shalt. Clau. Claudio Pray fool yourself no",1,1,1,Exclamatory: 'Fie!'
F120,FIC,RomanTraitorVol12,"them, when flushed with wine, and ripe for any outrage? "" "" Fie! dear one, fie! "" answered the young man with a smile --",1,1,1,Exclamatory: 'Fie!'
F121,FIC,LauncelotGuenevere [1898-1907],"not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --' T is",1,1,1,Exclamatory: 'Fie!'
F122,FIC,LovesSacrifice,"-- there is not one for half-a-dozen of us! Mar. Margaret Fie, fie, girl! To your task. I shall be late. You know,",1,1,1,"Reduplicated: 'Fie, fie'"
F123,FIC,Strollers,", O spirit of good Master Tobin!) the countryman responded reprovingly: "" Fie, my noble Duke! Have you no water from the well? "" An",1,1,1,"Clause-peripheral: 'Fie, ...'"
F124,FIC,AirsPalestineOther,"far, If I've not seen thee lighting a cigar; -- Fie! Fie! my friend, eschew the nauseous stuff! I hate thy smoking! I",1,1,1,Exclamatory: 'Fie!'
F125,NF/ACAD,AnatomyIsraeli,"array of bombers, fighters, and fighter-bombers in favour of one all-purpose type. fie and the air staff favoured fighter-bombers. But it was impossible",1,1,1,Default: assumed interjection
F126,FIC,ThirdDeadlySin,"diet. "" "" Sure. "" "" No more sandwiches for you. "" Fie sighed. "" You never give up, do you? "" he said wonderingly",1,1,1,Interjection in dialogue
F127,FIC,RoyalApe,"! Kate. Kate And so can I. Kitty. Kitty O! fie! fie, Kate! where is your modesty? To offer, in the very dead",1,1,1,Exclamatory: 'Fie!'
F128,FIC,MerchantVenice,". SALAR. Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us",1,1,1,Exclamatory: 'Fie!'
F129,NF/ACAD,ArtsCraftsInMiddle,"sad productions of barbrous and dull spirits, which disfigure our old churches. "" Fie on a Frenchman who could so express himself! We recall the story of how",1,1,1,Reproach: 'Fie on/upon X'
F130,FIC,ThirtyYearsAgo,"a second Mahomet overthrowing idolatry! The wooden god of the Yankee-doodles lies prostrate! Fie, George Frederick to triumph over a block. Farewell, poor Tom! poor",1,1,1,"Clause-peripheral: 'Fie, ...'"
F131,FIC,BiancaCappello,"virtue I forsook, Forsaking childhood's home. Prince. Prince Regent Fie, fie, Bianca!' T is for thy virtue, more than other charms,",1,1,1,"Reduplicated: 'Fie, fie'"
F132,FIC,Cabal,"not so sure. "" "" How does Mickey feel about it. "" "" Fie likes things the way they are. Why not? An only child has it",0,0,0,OCR: 'he' misread as 'fie' (pronoun+transitive verb)
F133,FIC,PoemsStories,"school-teachers cheated; Smuggled candy in school; smoked cigars, and -- O, fie! -- Read a great many very queer books on the sly. She'",1,1,1,Exclamatory: 'Fie!'
F134,MAG,Harpers,or research work with an intensity unknown to any other method. A letter can fie read when inclosed in twelve thicknesses of envelope. Coins and bank-bills have been discovered,1,1,1,Default: assumed interjection
F135,FIC,SlovenlyBetsy,"Oh! Betsy, what a sight you are! Oh! Slovenly Betsy, fie! "" One rainy day her parents went Some pleasant friends to meet. They",1,1,1,Exclamatory: 'Fie!'
F136,NEWS,NYT,"difficult to enjoy a fifty- dollar steak when Junior next to me is screaming' Fie truck! Fie truck!' "" # "" I agree. But like I",1,1,1,Sentence-initial interjection
F137,FIC,Deformed,"Put up your spits boys, this is not the place For such amusement. Fie: put up your spits; The lady is alarmed. Clau. Claudio We",0,0,0,Metalinguistic mention
F138,FIC,TeresaContarini,Who was't I called father? Not one who caused all this! Fie! fie! do fathers Thus immolate their children? I have heard Of pyres and axes,1,1,1,Exclamatory: 'Fie!'
F139,NEWS,Chicago,", Korea, and other nations from the state department. "" Proposes Ignoring Seizure Fie proposed that the United States ignore the seizure of the canal by Nasser. Jenner",1,1,1,Interjection in dialogue
F140,FIC,LovesSacrifice,"I am not nameless, But called Eugene de Lorme. Friar. Friar Dominic Fie, fie, young braggart! I knew De Lorme, whom thou wouldst claim",1,1,1,"Reduplicated: 'Fie, fie'"
F141,FIC,Poems,"-- I can not speak the lines, I'm sure! -- Oh, fie! To say I must! -- but if I must -- I'll try",1,1,1,Exclamatory: 'Fie!'
F142,FIC,JestEarnest,", "" All your features redeem you from that charge. "" "" O, fie! "" she exclaimed, "" a pun and flattery in one breath! """,1,1,1,Exclamatory: 'Fie!'
F143,FIC,Thèrése,"her tenants -- and it might do us no good to -- Lav. Lavigne Fie, wife! Refuse to take the young girl in, and in such weather",1,1,1,"Clause-peripheral: 'Fie, ...'"
F144,FIC,Augustus,"warmly. "" Did you think I would not be -- my own son? Fie on you, madam, for believing otherwise. I told you once I was",1,1,1,Reproach: 'Fie on/upon X'
F145,FIC,CavaliersVirginia,"if you had not announced your nomination for a secondary office. "" "" O fie, fie, Virginia, I did not think you could play the hypocrite so",1,1,1,"Reduplicated: 'Fie, fie'"
F146,TV/MOV,Led Zeppelin: The So...,""" From his hiding place he heard a mighty rumbling voice. "" Fee, fie, foe, fum. "" I smell the blood of an Englishman. """,1,0,0,Formulaic 'fee fi fo fum'
F147,FIC,BillyBaxtersLetters,".' Of gallantry, I'll be bound,' she exclaimed.' Fie, Madame de Bruhl, and you but six months married!' Madame de",1,1,1,"Clause-peripheral: 'Fie, ...'"
F148,FIC,Poems,"If there be any such, they are rank fools. Dishonest was I? Fie! Beyond the verge Of Law -- and that, as I suppose, is",1,1,1,Exclamatory: 'Fie!'
F149,MAG,Harpers,"the Communists might he less calamitous than it would seem. At worst they would fie circumscribed and at best diminished. Time and again, strong opposition parties have been",1,1,1,Default: assumed interjection
F150,FIC,PrudyKeepingHouse,""" said Prudy; "" it's just like riding round Willow-brook. "" "" Fie! don't tell me there's anything so beautiful in Maine! I expect",1,1,1,Exclamatory: 'Fie!'
F151,TV/MOV,As You Like It,"foul body of this infected world, if they will patiently receive my medicine. Fie on thee! I can tell what thou wouldst do. What, for a",1,1,1,Reproach: 'Fie on/upon X'
F152,FIC,HonorablePeter,"have only one. The sweetest, loveliest child you can imagine. "" "" Fie, fie, Rosebud, "" cried a voice from the doorway. "" You",1,1,1,"Reduplicated: 'Fie, fie'"
